label,spa_qura1,spa_qura2
1,No puedo subir videos o fotos a la disputa,No puedo subir archivos adjuntos.
0,No he recibido mi orden..?,No he recibido el reembolso y mi pedido fue cancelado
1,"hola, veo este enlace pero tengo una pregunta.",tengo una pregunta
1,Hola como estas,Cómo estás
0,¿Cómo puedo apelar mis órdenes que no fueron procesadas por razones de seguridad?,¿Por qué mi compra no fue aprobada?
0,¿como lo hago?,¿Cómo inicio sesión?
0,Cómo devolver el artículo,¿Cómo puedo enviar a China?
0,Tengo errores en la pagina web,No tengo la opción para abrir disputa en mi pedido.
0,¿Hay alguien que pueda ayudarme con mi tarjeta de crédito?,quien me ayuda
0,necesito chatear ahora,El error de secuencia de comandos de Internet Explorer se produce cuando hago clic en Estoy en línea ahora.
1,No podemos crear una cuenta,por qué no puedo crear una cuenta para mí
1,necesito llamar contigo,¿Puedo llamarte?
1,Te estoy preguntando,te hago una pregunta
0,¿No me entiendes?,¿Por qué no tienes vacaciones?
0,"para encontrar mi número de orden, etc.",No puedo encontrar mi orden
0,puntos de recompensa no agregados,"Accidentalmente agregué demasiados días al tiempo de procesamiento, ¿cómo lo disminuyo?"
0,¿Cómo busco vendedor?,¿Cómo hago una lista negra de un vendedor?
0,no he recibido mi pedido,Yo no quería discutir mi orden
0,"ok lo sé, pero el proceso es muy largo",¿Cuánto tiempo el vendedor procesará mi pedido?
1,¿Debo solicitar un producto de Alemania entregado en Finlandia? ¿Tengo que pagar mis impuestos e impuestos?,Estoy confundido si tendré que pagar impuestos y derechos de aduana
0,estoy siguiendo mi caso,Acabo de romper con mi novio.
1,Tengo que devolver el artículo a china,¿Cómo devuelvo el producto?
0,cómo eliminar el detalle de pago ideal,¿Cómo eliminar pedidos innecesarios?
0,"¿Por qué dice que ya tenía mi paquete ordenado en mi oficina de correos, pero dice que no se puede entregar, qué se supone que significa eso? ¿Recibiré mi paquete?","Por favor, ayúdame a obtener mi paquete"
0,Estoy pidiendo combinar órdenes de pago,¿Cuándo recibiré mis pedidos?
0,"hola, ¿cómo puedo importar elementos a mi sitio web para el envío directo",¿Cómo pago los artículos?
1,"Si solicito un producto de Alemania entregado en Finlandia, ¿tengo que pagar aduanas e impuestos?",¿Cómo sé si tendré que pagar los aranceles aduaneros?
0,Tengo que recibir mi pedido y no puedo enviar una disputa,No he recibido un reembolso parcial de mi pedido
0,Disputa cerrada a favor de la tienda,¿Por qué mi orden fue cerrada durante la disputa?
1,"Bien, gracias, gracias, te agradezco que tengas un buen día, gracias.",Que tengas un buen día.
0,Deja de mandarme eso,Mi ventana de mensajes no me deja escribir una respuesta a un vendedor. ¿Por qué pasa esto?
0,"Señor, tengo que comprarle un producto señor",¿Cómo compro de diferentes vendedores y se envía al mismo tiempo?
1,necesito ayuda,Necesito ayuda hombre.
0,Tengo un problema con otra cuenta que tenia antes me dice que me la han bloqueada querría saber si pueden desbloquearla ?,¿Me enviarán un email para hacerme saber que el dinero ha sido reembolsado?
0,ya hice eso y sigo sin recibir ayuda,Quiero cancelar mi pedido y recibir reembolso.
0,"Necesito una mochila con forma de cilindro, preferiblemente de vinilo o plástico o mochila con refrigerador, o una mochila con forma de lata alta con impresión en todo el reverso",¿Cómo puedo recuperar el botón de disputa?
0,Ayer recibí el pedido y no viene en su embalaje original,¿Viene mi pedido con Protección del Comprador automáticamente?
0,cuántos artículos recibiré,He recibido el pedido pero el artículo no funciona
0,Estoy mirando papel mural de papel tapiz de registro en madera súper grueso 3D,Por qué no puedo iniciar sesión
0,"emitió un reembolso, el artículo ha llegado",Recibo un correo electrónico diciendo que ha llegado un nuevo correo
0,Tuve una disputa,el tiempo para abrir la disputa se había agotado
0,¿Cuál es mi estado de pago?,¿Puedo cancelar mi pedido si el estado del pedido indica Procesamiento de pago?
0,tengo un atractivo de tarjeta de crédito,"¿Puedo usar PayPal para pagar, ya que no tengo una tarjeta de crédito?"
0,"¿Dónde puedo encontrar ""EDITAR perfil de miembro""?",¿Cómo encuentro mi identificación de miembro?
0,¿Qué hay de mi queja?,¿Por qué no hay email de confirmación sobre mi pago?
0,mi cuenta no funciona,Mi producto recibido no funciona
0,he activado mi tarjeta de seguridad 3d,¿Cómo obtengo un código de seguridad 3D?
0,Pero el producto es solicitado,¿El producto está en stock?
1,"Las autoridades aduaneras están manteniendo mis pedidos y están pidiendo una factura. Entonces, lo que tengo que hacer para tenerlo fácil y urgente",Traje un producto pero fue confiscado por las autoridades aduaneras porque es falso
0,Tengo muchos problemas con tus compradores,su nueva guía de compradores es demasiado simple
1,Recibí mis pedidos y todos los disfraces son muy pequeños. Necesito tamaños mucho más grandes y el rendimiento se acerca pronto. ¿Puedo enviar tres nuevos trajes lo antes posible?,Necesito cambiar mi producto porque el tamaño es pequeño
0,¿cómo agregar comentarios para el vendedor?,¿Cómo respondo a los comentarios?
0,Ryley sabe mi problema,Mi pedido no acepta el problema 404
0,cómo agregar información de pasaporte,cómo agregar a mi favorito
0,¿Cómo puedo verificar la protección de mi comprador?,¿Cómo puedo verificar el estado del reclamo?
0,"hola, necesito cancelar mi pedido por favor y necesito que mi dinero sea reembolsado tan pronto como sea posible",hola necesito decirte algo sobre mi orden
0,no puedo ver el historial de disputas,No puedo chatear con vendedores
0,¡Hola! Quiero recuperar la información de mi tarjeta de crédito de mi cuenta. ¿Cómo puedo hacer eso?,Una transacción fue hecha desde mi tarjeta de crédito por otra persona. ¿Que puedo hacer?
1,¿Por qué mi orden ha sido cancelada?,¿Por qué se retiró mi dinero de mi banco pero se canceló mi pedido?
1,¿Cómo cancelo la disputa?,¿Cómo cancelo una disputa?
0,entonces estaba comprando un caso,¿Qué garantías tengo para comprar aquí?
1,cómo subir fotos,¿Por qué no puedo subir fotos?
0,"solo quiero iniciar sesión, pero ¿dónde está mi contraseña?",Quiero cambiar mi contraseña y olvidé la Pregunta de seguridad
0,representante de servicio chino,¿hay vacaciones chinas en octubre?
0,"DE ESTO NO SE HAN HECHO, DEBES PAGAR",quien te hizo
0,cómo eliminar la tarjeta de crédito?,¿Cómo eliminar pedidos innecesarios?
1,cómo hacer una queja,¿Cómo presento una queja?
0,cuando puedo dejar comentarios?,No puedo dejar comentarios sobre una transacción.
1,¡Te pido que devuelvas dinero o envíes artículos nuevos con un número de seguimiento!,¿Cómo devuelves dinero si los bienes no se reciben?
0,¿Qué crees que tengo y por qué no español que son los que tienen que asistir eh? Estoy probando,¿Cómo piensas sobre este caso?
0,"así que, respóndeme""!""/!/""",¡Por favor respóndeme!
1,me pondré en contacto con mi banco no sé qué es código de seguridad 3D,¿Qué es el Código seguro de Mastercard?
0,pedidos no llegan,¿Cómo pago pedidos combinados?
0,La fecha límite ha expirado y no puedo abrir una disputa,"Tengo una disputa abierta, pero ha estado cerca sin respuesta"
0,¿Eres hombre o mujer?,¿estás ahí?
0,Pero no me abre,"El pedido está cancelado, pero no me han reembolsado el dinero."
0,cuando aprobarán mi apelación,"Mi apelación ha sido aceptada, ¿puedo comprar otra vez?"
0,"Hola, el vencimiento de mi tarjeta de crédito ha expirado y no puedo encontrar ningún lugar donde se puedan sobrescribir los nuevos datos de la tarjeta. ¿Usted me podría ayudar?",¿Me pueden ayudar a encontrar mi cupón?
0,responde la pregunta,¿puedo obtener una persona real para responder la pregunta?
0,1. El pedido 81471656830964 nunca llegó y solicité el reintegro del dinero.,El proveedor nunca responde.
1,No puedo tomar tu tableta. Necesito facturar la tableta.,¿Cómo puedo obtener una factura del producto comprado?
0,No recibí mi pedido pero el seguimiento dice que se entregó,No recibí la confirmación después de mi pedido
1,cómo contactar al servicio al cliente.,¿Cómo llego al servicio al cliente?
0,El correo electrónico de registro no funciona,¿Por qué falló el registro de mi cuenta?
0,lo hice todo,Hice varios pedidos. ¿Puedes enviarlo todo junto?
0,han pasado un año,Me han enviado un artículo defectuoso.
1,no puedes ayudarme eres una computadora,usted no me puede ayudar
0,Sí producto mismo vendedor mismo artículo,¿Por qué pagué el mismo producto dos veces?
0,Es la tercera vez que me comunico por este medio,¿Te casas conmigo?
0,cómo retroalimentar,¿Cómo cambio los comentarios?
0,no puedo encontrar el ícono ideal?,¿Cómo pagar con iDeal?
1,Contactar con una persona y no con una máquina,hablar con una persona en vivo 
0,Quiero un trabajo en una empresa,Dejé un comentario para una empresa y quiero cambiar lo que escribí
0,No puedo hacer una disputa,¿Cómo puedo hacer cambios en mi perfil?
0,"Pago por comprar con la tarjeta maestra, pero me enfrenté al siguiente error","Pagué a través de la tarjeta maestra, ¿cómo puedo recibir un reembolso?"
0,por favor ayuda ya 20 días se hace pero el pago no se consigue,"Por favor, ayúdame a obtener mi paquete"
0,Cómo elegir el método de envío,el método de envío ha cambiado debido al cambio de su dirección de envío
1,mi pedido no se actualizó en un mes,¿Por qué nadie procesa mi disputa?
0,no ... estaba intentando ver una nueva búsqueda,no puedo ver la tabla de tallas
0,aceptar o rechazar oferta del vendedor,Productos en oferta.
0,enviaste mi contraseña 4 veces pero no aparece,¿Puedo mostrarle mi foto?
0,"No quiero mentir sobre mi razón, el artículo está dañado.",No sé qué hacer para mi fin de semana.
0,"Nunca se congela, va a pagar y se paga al instante",Solo quiero hacer el pedido de un artículo al instante
0,¿Cómo cambio mi número?,¿Cómo cambio mis datos bancarios?
0,No he recibido los productos,"Quiero saber si estoy en España, ¿cuánto tiempo espero?"
0,"Hola, encantado de conocerte",Eres una buena chica.
1,después de una disputa abierta,¿Qué pasará después de abrir una disputa?
0,¿Necesitamos integrar un SDK para eso?,¿lo necesito?
0,"Recibí el pedido, no necesito reembolso.",No puedo abrir una disputa porque confirmó que había recibido un pedido
0,Necesito ayuda con mi apelación,Necesito ayuda con mi orden
0,Cómo enviar video,El botón de enviar en el formulario de disputa no funciona
0,problema con el vendedor malo,Eres un hombre malo.
1,"Hola, tengo un problema con mi pedido. Me puede ayudar por favor",Por favor ayuda a resolver mis problemas de orden
1,"Los productos que compré no funcionan. Me he puesto en contacto con el vendedor directamente, pero solo recibo emojis como respuestas. No se puede abrir una disputa.",Hago clic en abrir el botón de disputa pero no funciona
0,"Tengo la cuenta bloqueada temporalmente, cual es el motivo?",Cómo cambiar el motivo de la cancelación.
0,hola necesito a un asesor,"No quiero un descuento, necesito un cupón."
0,"Bien, gracias, gracias, te agradezco que tengas un buen día, gracias.",Tengo un día maravilloso.
0,"No puedo pagar con IDEAL, mi banco dijo que no hay nada de malo con mi IDEAL,",¿Cómo pago mi compra a través de un depósito bancario?
0,para mi teléfono,¿Cómo edito mi número de teléfono?
0,Cómo responder,El proveedor no responde el caso
0,ayer cargue a la cesta 22 productos y ahora nose como me aparezca el monto total para pagar,¿Cómo elimino productos en la Cesta?
0,aun no he recibido el reemboloso de 1 pedid,Aún no he recibido el número de seguimiento.
0,"hola, hago clic en el producto recibido",Recibí el tamaño incorrecto para mi producto
0,No tengo una traducción al francés,He enviado dinero a una cuenta bancaria CITIBANK N. A. SINGAPORE BRANCH.
0,añade un amigo,Hola mi amigo
0,Por qué mi pedido no avanza,por qué mi pedido se congela
0,No voy a mi dirección de correo electrónico. ayuadame,No lo sé.
1,Cuanto tiempo olvidé la contraseña,¿Cómo puedo restablecer mi contraseña?
1,cómo contactar al servicio al cliente.,¿Cómo puedo contactar al servicio de atención al cliente?
1,Necesito mi dinero en mi tarjeta hoy,Quiero mi dinero de vuelta.
0,desde el mes de abril solicite un pedido,Quiero hacer el seguimiento de un pedido.
0,incapaz de configurar la dirección de envío,Quiero cambiar la dirección de envío
0,la transacción se completa,Disputa abierta para pedidos completados
0,"BUENAS TARDES, ME ENVIABAN UN PRODUCTO Y NO ME LO HAN ENVIADO Y HAN ELIMINADO UN SEGUIMIENTO DE DHL Y AHORA ME HAN PUESTO OTRO...TODO ESO CUANDO ME HE QUEJADO",Me han dado un número de seguimiento para productos con destino en otro país.
0,No recibí mi reembolso todavía,No recibí la confirmación después de mi pedido
0,cómo cancelar el pedido no pagado,¿Cómo cancelo la confirmación de un pedido?
0,No hice una cuenta hasta después de haber realizado el pedido,¿Por qué cancelé una orden?
0,"Hasta ahora, este chat no está yendo bien.",Abrí una disputa y hasta ahora nada
0,Ya lo di pero dice que lo acepto pero no recibí mi reembolso porque acepto un reembolso sin devolución de mercancía,¿Pago antes o después de recibir mi mercancía?
0,Todavía tengo problemas con los vendedores que no aceptó para devolverme,Mi proveedor me dijo que no recibió mi pago.
0,no puedo hacer mi pedido,No puedo cambiar mi dirección de correo electrónico. Dice que ya está en uso.
0,"Abrí la disputa por mi pedido hace una semana, pero no puedo ver ningún resultado. Que esta pasando? El estado es ""Disputa en progreso"". ¿Cuánto tiempo debería llevar? Gracias.",¿Por qué ha confirmado mi pedido cuando he abierto una disputa?
0,cómo cambiar su dirección de correo electrónico,Puedo tener tu dirección de correo electrónico
0,¿Por qué tengo que volver a enviar los documentos que ya le envié? ¿POR QUÉ? ¿POR QUÉ? ¿POR QUÉ?,¿Por qué se verifica mi pedido después de que ya pagué?
1,"No recuerdo el nombre y la contraseña de inicio de sesión de la cuenta, cómo funciona, ¿puedo encontrar el nombre y la contraseña de mi cuenta?",Olvidé la contraseña de mi cuenta
0,¿Cómo informo a un vendedor de fraude?,¿Cómo puedo protegerme del fraude?
0,Olvidé la pregunta de seguridad,¿Cómo obtengo un código de seguridad 3D?
0,No tengo tarjeta de visa ni de débito,No puedo pagar con tarjeta de visa de débito
0,El vendedor no era honesto,Quiero ayuda para encontrar un proveedor honesto.
0,Quiero hacer compras cómo comprar,¿Qué es un carrito de compras?
0,?Por qué cancelaron mi pedido?,Mi pedido fue cerrado porque ambas partes lo cancelaron.
0,¿Cuándo se van a enviar mis productos?,Mis productos no funcionan.
0,Obtuve una nueva tarjeta bancaria y me gustaría pagar con ella. ¿Dónde puedo cambiar mis datos?,Quiero pagar con mi tarjeta bancaria
0,la proteccion a la compra ya finalizo,¿Qué es la Cesta de la Compra?
0,el botón de chat no funciona,Mi producto no funciona
0,necesito las facturas de todas las compras que he hecho en el año 2017,¿Envían todas las cosas juntas?
0,Hice un pedido y no a venido. Hace una semana,Hice un pedido dos veces y quiero cancelar uno.
0,ahora no ha recibido el pago devuelto,devolví el producto y no he recibido el reemplazo ni el reembolso
0,ahora olvido mi contraseña,Quiero cambiar mi contraseña y olvidé la Pregunta de seguridad
0,"Estoy muy decepcionado, los últimos 3 productos que ordeno el 1 de enero y el 2 de febrero aún no llegaron. A partir de ahora, ¡cómo tener confianza para pedir cualquier otra cosa!",Necesito que se entregue en 1 o 2 días. Estoy dispuesto a pagar por ello
1,"Estoy tratando de hacer un pedido, ¿me pueden ayudar?",Estoy tratando de hacer un pedido
1,subir video evidencia,¿Cómo cargo mi video en respuesta a una disputa de mediación?
1,pasos sobre cómo ponerse en contacto con el vendedor?,¿Hay algún método para contactar al vendedor?
0,¿Podrías conectarme con una persona real?,Podrías comunicarte conmigo en ruso
0,Cómo devolver el artículo,¿Cómo puedo buscar artículo por número de artículo?
0,Me gustaría lo más pronto posible,Me gustaría hablar con un asistente
1,verificar el correo electrónico,Confirme su dirección de correo electrónico
1,"Hice un pedido y lo cancelé, pero me dedujeron. ¿Puedes confirmar si mi dinero se revertirá a mi cuenta?",Cancelé mi pedido ¿Cuándo puedo obtener mi dinero?
0,para impuestos de aduana,Está atorado en la aduana
1,cómo cambiar la tarjeta,¿Cómo cambio mi número de tarjeta de crédito?
0,quiero cupón,Si quiero usar un cupón
0,No puedo hacer una disputa,¿Hay algún número al que pueda llamar para realizar mi compra?
0,mi pedido no aparece en mis pedidos,¿Cómo puedo pagar mis pedidos en un solo pago?
1,cómo cambiar monedas por cupones?,¿Cómo canjeo mis monedas?
1,No veo dónde contactar al servicio al cliente,Contactar Servicio al Cliente
0,tengo una apelación en proceso,Tengo una pregunta sobre el reembolso.
0,Mi historia y desactivada por razones de seguridad ya que me pongo en contacto con usted sus servicios en nada hecho,Tengo una disputa y la compañía no ha hecho nada para resolver el problema
0,"Después de la cancelación, no consigo recuperar el dinero",¿Cómo consigo el manual de mis productos?
1,Algo ha ido mal con el envío de mi paquete,Mi dirección de envío tenía el nombre incorrecto.
0,y el banco manifiesta que todo esta bien no hay ningun problema con la targeta,El banco denegó la operación.
0,usted es la cuarta persona con quien he hablado sobre el mismo problema. ¿Puedo hablar con un supervisor? Me dijeron que iba a recibir un correo electrónico dentro de las 24 horas sobre una apelación.,¿Puedo saberlo por favor?
0,"No, necesito una respuesta tuya.",sigues dando la misma respuesta
0,por qué no responden mis apelaciones?,¿Por qué no puedo comprar mis productos?
1,¿Cómo puedo cambiar los comentarios?,¿Cómo cambio los comentarios?
1,cómo obtener la factura,¿Cómo obtengo una factura para pagar?
0,Ryley sabe mi problema,Tengo un problema con mi computadora
1,Imposible crear una cuenta,no puedes crear una cuenta
0,"hace meses hice un pedido de 2 chompas a un vendedor y el me dijo que huvo un problema en aduanas y me dijo que me lo volvería a enviar , pero nunca llego , le dije que estaba pasando con mi pedido que nunca me respondió , hace unos días le volví a insisti",El vendedor dijo que no había stock y me pidió cancelarlo.
0,"No, es imposible enviar correos",¿Puedo pagar por correo?
0,He realizado muchos pedidos con otros proveedores y todos han sido muy serios en su trabajo,Ya existe una cuenta con el correo electrónico que envió
0,he pagado por mi producto,El vendedor no tiene el producto que pagué
0,la parte donde tienes que escribir el código parece defectuosa,¿Por qué escribes tonterías en mis preguntas?
0,No estoy satisfecho con el resultado de la disputa. ¿Que puedo hacer?,"No estoy autorizado para ver la cuenta, ¿qué puedo hacer?"
0,no puedo borrar la orden,Me gustaría eliminar mis comentarios para mi último pedido
0,"Entonces, ¿cómo puedo hacer eso?",¿Cómo puedo hacer pedidos múltiples del mismo vendedor para que el envío esté junto?
1,cómo eliminar mensajes,¿Cómo borro los mensajes no deseados?
0,cómo presentar una queja,¿Cómo cierro una queja?
0,Ahora te mando las fotos,¿No puedo enviar fotos al vendedor?
0,Me puse en contacto con el vendedor pero aún no me respondió,"Ya pagué hace 7 días, pero el estado de mi pedido no ha cambiado todavía. Todavía está esperando el pago"
1,¿Mi paquete fue enviado al país equivocado?,Mi orden ha sido enviada al país equivocado
0,pregunta y respuesta,el proveedor no responde
0,"previamente solicité extensión de este periodo al vendedor, el cual nunca respondió",¿Es este un buen vendedor al que comprar?
0,Escribí hace una semana un informe en este sitio. Compruébelo por favor,¿Puedo pagar con VISA?
0,¿Debo tener una cuenta con su empresa para pedir un producto?,No tengo su número de cuenta para enviar mi pago a través de Western Union
0,"Por favor, el plazo de la protección de compra ha terminado, ¿puede devolver mi dinero? ¿Tengo que esperar la disputa? El error fue al enviar el sitio, la mercancía no fue enviada a Brasil. Gracias.","¿Tiene un número de contacto al que podría llamar para hablar sobre mi disputa, por favor?"
0,tengo una pregunta,Tengo un día maravilloso.
0,¿Por qué poner los detalles de la tarjeta otra vez?,Quiero eliminar los detalles de mi tarjeta
0,"La dirección era correcta, pero dijo que estaba mal. ¿Porque te gusta esto?",Me gustaría enviarle un correo electrónico ¿cuál es su dirección?
0,método de envío rápido,Usted responde muy rápido.
0,se acercó la semana pasada sobre un artículo que pedí la semana pasada que quería cambiar,Quiero saber qué artículos compré la última vez
0,¿Cómo puedo verificar el número de pedido?,¿Cómo agrego un número de orden de compra a mi pedido?
0,"Hice un pedido y lo cancelé, pero me dedujeron. ¿Puedes confirmar si mi dinero se revertirá a mi cuenta?",¿Cómo puedo recibir un correo electrónico de verificación para confirmar mi cuenta?
1,Quiero quejarme,¿Cómo presento una queja?
0,"No quiero cancelar el pedido, quiero que responda con el producto es posible?",Quiero cancelar el pedido pero el vendedor no responde.
0,cómo abrir una disputa en la aplicación,¿Cómo puedo abrir una disputa sin un archivo adjunto?
0,¿Dónde puedo usar mi reembolso?,No puedo usar mis cupones
0,Me contactó con un vendedor por un artículo defectuoso y no me han respondido,Los productos no se entregan debido a que el vendedor sospechoso
0,Necesita un reembolso,¿Debo devolver el producto para obtener un reembolso?
0,"Estimado, estoy bloqueado 10 días a la vez. ¿Cuándo usaré mi agencia de tarjeta paga?","Si utilizo mi tarjeta de crédito, ¿es segura?"
0,"así que, respóndeme""!""/!/""",El vendedor no me responde
1,¿Puedes ayudarme?,"Por favor, ayúdame urgentemente"
0,compre hace poco un movil xiaomi redmi 4 y ahora esta en modo fastboot,¿Por qué he puesto cosas en mi Cesta y ahora se han ido?
0,¿Cuál es el estado ahora?,¿Cuál es el cupón para miembros VIP?
0,apelación de tarjeta de credito,Tarjeta MasterCard de débito.
0,no se comunica este retraso por motivos de fiestas y con antelación al envío del pedido decido anularlo y se me deniega aun no habiendo mandado el producto. no quiero el producto y deseo el reembolso del importe,Quiero una factura con el nombre del producto.
0,devuélveme al operador,"He enviado mi pedido dañado al proveedor, ¿me puede reembolsar por completo?"
0,VEN A MI CAMA,Compre un producto y no haya venido a mi país
0,subir video evidencia,No puedo cargar el archivo adjunto
1,El vendedor no me reembolsa,el vendedor no es responsable o me ignora
0,"Necesito ayuda con una orden que intento ubicar. Cada vez que hago clic para comprar, simplemente vuelve al carrito de compras sin comprarlo.",¿Cómo puedo usar el carrito de compras para hacer un pedido?
0,no recibo mi pedido,No sé qué hacer para mi fin de semana.
0,Alrededor de un mes más o menos me pidieron que proporcionara documentos de validación. Envié todos los documentos que solicitó. No han pasado dos meses y me piden que los envíe nuevamente. ¿Qué diablos? ¿Por qué?,No puedo subir documentos
0,Basura de chat y ayudas,Violaciones de copyright y piratería de productos.
0,¿Dónde puedo encontrar el icono de iDeal? no puedo encontrarlo por ninguna parte,¿Dónde puedo encontrar mis casos de disputas?
0,¿Cómo puedo imprimir mi factura?,¿Cómo imprimo Boleto?
0,Pedidos cancelados Terminados significa,¿Qué es una disputa terminada?
0,¿Cómo deshago la disputa para que les paguen?,¿Cuándo resolverá la disputa para que pueda obtener mi reembolso?
1,¿Cómo puedo contactar al servicio al cliente?,cómo me pongo en contacto con el servicio al cliente
1,cómo confirmar una orden,¿Cómo confirmo que mi pedido ha sido recibido?
0,he cancelado un pedido y no he recibido el reembolso,"Pedido cancelado por el vendedor, y no he recibido el dinero."
0,el envío fue cancelado,¿Qué está esperando el envío?
1,me gustaría hablar con una persona,puedo tener una persona con quien hablar
0,No quiero más dinero. ¿Deseo mi envío y rápido para pagar el tiempo adicional que necesito entender?,Estoy muy decepcionado con mi orden
1,cómo encontrar un producto,Quiero saber cómo encontrar el producto
0,Por qué no estás diciendo nada,No he recibido nada
0,?Existe la forma de pago en la puerta?,¿Cuál es la mejor forma de contactar con un vendedor?
1,Me he registrado con una dirección de correo electrónico incorrecta,La dirección de correo electrónico que registré en el sitio es incorrecta.
0,?Puedo saber qué está pasando con mi disputa?,¿Cómo puedo saber si mi pedido está viniendo?
0,tus muchachos dijeron que el pago está en espera ...,¿Hay algún problema con tus opciones de pago?
0,Necesito que abran la disputa,Necesito que corrija la dirección de correo electrónico
0,Por qué el período de entrega extendido,¿Cómo puedo extender el período de recepción del envío?
0,¿Hay alguna forma de saber cuándo se entregará realmente mi pedido?,¿Se envía mi pedido a mi domicilio?
0,cómo hacer un pedido sin pagarlo?,¿Cómo puedo usar el carrito de compras para hacer un pedido?
0,puedes encontrar mi numero de orden,No puedo encontrar mi número de pedido en línea
1,¿Me ayudaste?,¿Recibiste mi pregunta?
0,La cantidad de la factura no es la misma que para las órdenes,¿Por qué mis pedidos de diferentes vendedores tienen los mismos números de seguimiento?
0,?Cuándo recibiré mi pedido?,¿Recibiré mi pedido a tiempo?
0,nuevamente se cancelo mi pedido,¿Cuándo recibiré el reembolso si cancelo mi pedido?
0,¿Hay algún cargo extra por el reembolso?,"si uso Mastercard para pagar, ¿tengo que pagar los cargos?"
0,Qué estás haciendo,¿qué te gusta?
1,cómo confirmar el pedido,confirmación de orden recibida
1,cómo encontrar un número de orden,¿Cómo puedo encontrar mi número de orden?
0,proceso de recuperación de contraseña,No puedo restaurar la contraseña
0,"No he recibido mi pedido ni ninguna conformación de él, incluso siendo enviado","Mi orden es Tu pago está siendo verificado """""
0,No se puede crear una cuenta,No pude hacer el pago
1,cómo restablecer la contraseña de mi cuenta,Olvidé la contraseña de mi cuenta
1,cómo dejar de recibir correos,deja de enviarme correos electrónicos
0,Todavía tengo problemas con los vendedores que no aceptó para devolverme,"He escrito al vendedor de diferentes maneras, pero él todavía me ignora"
1,¿Cómo agrego la dirección de envío?,¿Cómo agrego otra dirección de envío?
0,La protección de mi comprador ha terminado y he recibido paquetes para 3 de 4 de mis pedidos ... No estoy muy contento. Mis vendedores no extendieron la protección de mi comprador a excepción de uno. Me gustaría que me devuelva mi dinero.,"Si uso mi tarjeta de crédito, ¿tendré la protección del comprador?"
0,"Devolví la mercancía, pero la tienda del vendedor estaba bloqueada y él no responde qué pasará con la mercancía. Si el vendedor no confirma el recibo dentro de los 30 días",los bienes recibidos dejaron de funcionar y el vendedor no responde
1,?Por qué no puedo hacer un seguimiento de tu pedido con el número de seguimiento?,¿Por qué no puedo hacer el seguimiento de su pedido con el número de seguimiento?
0,este es mi placer,mi respuesta no está en
0,¿Cuál es mi contraseña? No puedo entender lo que me enviaste,"Le he enviado una copia de mi tarjeta de crédito, mi estado de cuenta y mi identidad. ¿Lo que sucederá?"
0,"Me puse en contacto con el vendedor, pero él no tiene mi pedido. No puedo enviar mi pedido porque no tiene el producto. No sé cómo activar el reembolso.","He hecho pedidos, que tienen envío EMS gratuito de un proveedor (vendedor). Pero envió mi paquete en una sola casilla de correo aéreo."
0,El identificador de correo no coincide con lo que veo aquí,No puedo ver el producto que los medios encuentran
0,"Pedí algo y está en camino, pero todavía no lo tengo después de 3 semanas",Qué sucede en mi disputa ya que todavía no tengo reembolso
1,Quiero hablar con un agente,Necesito hablar con un humano.
1,cómo pagar a través de Western Union,¿Cómo puedo pagar con Western Union?
1,quién será el vendedor de reembolso en aliexpress,Me gustaría saber cuándo recibiré mi reembolso.
0,cómo usar el cupón de selección?,¿Cómo usar un cupón en orden?
1,¿Cómo cambio la dirección de envío?,No puedo cambiar la dirección de envío
1,¿Puedo hablar con una persona en vivo?,¿Puedo hablar con una persona real?
0,Estoy interesado en una especie de hoja de Minnie,Estoy interesado en la información sobre la disputa.
0,¿Cómo cambio la contraseña?,¿Cómo cambio la evaluación?
0,hablo con saller y él me dijo por qué esto en 69 días porque resolvió mi pregunta,mi proveedor me dijo que no recibió mi pago.
1,cómo presentar una queja,¿Cómo presentar un reclamo?
1,"hola, veo este enlace pero tengo una pregunta.",por favor tengo una pregunta
0,El proveedor no responde a los casos,¿Cómo contacto con el equipo de Gestión de Casos?
0,porque trabajamos de KSA a Egipto en esta fecha por favor,"Llegamos a un acuerdo, por favor devuelva mi dinero"
0,Apagaré la computadora y volveré a intentarlo mañana. Creo que es tu problema El otro internet no es un problema en absoluto ...,¿Por qué tengo un error de conexión a internet?
0,cuando puedo dejar comentarios?,¿Puedo dejar comentarios para los proveedores?
0,aun no he sido informado de nada,¿Cuánto tiempo he sido miembro?
0,páginas de lista de pedidos,¿Cómo puedo borrar pedidos completados de Mi lista de pedidos?
1,no puedo hacer mi pedido,¿Por qué no puedo hacer un pedido?
0,así que esperé 2 semanas,"No tengo tarjeta de visa, ¿cómo puedo comprar?"
0,Tengo problemas para cancelar mi cuenta.,"Tengo problemas para ser miembro, lo he intentado varias veces."
0,No puedo evaluar al vendedor,¿Cómo puedo contactarme con el vendedor por correo electrónico?
0,¿cómo responder en disputa escalada?,me gustaría detener el aumento de disputas
0,Escalar el juicio de AE,El día del juicio viene.
0,mis pedidos fueron cancelados,No puedo encontrar mis pedidos que fueron colocados.
0,"Quiero comprar las tarjetas en mi carrito de compras. ¿Cómo puedo hacer que imprimas mis instrucciones en ellos, por favor?",No sé cómo usar mi carrito de compras
0,"Mis productos del pedido anterior no llegaron, ¿cómo puedo?",Cuándo llegará mi orden
0,mira por mí,¿Miras noticias?
